# Histogram of scattering angles (degrees)
# bins=100, range=[0,180], bin_width=1.80
# Total particles: 1000000
0.9000 0.101039
2.7000 0.198811
4.5000 0.146721
6.3000 0.066703
8.1000 0.023738
9.9000 0.008536
11.7000 0.003664
13.5000 0.001876
15.3000 0.001156
17.1000 0.000700
18.9000 0.000512
20.7000 0.000374
22.5000 0.000286
24.3000 0.000227
26.1000 0.000168
27.9000 0.000143
29.7000 0.000109
31.5000 0.000104
33.3000 0.000074
35.1000 0.000067
36.9000 0.000056
38.7000 0.000051
40.5000 0.000037
42.3000 0.000030
44.1000 0.000032
45.9000 0.000031
47.7000 0.000025
49.5000 0.000022
51.3000 0.000021
53.1000 0.000020
54.9000 0.000021
56.7000 0.000017
58.5000 0.000013
60.3000 0.000012
62.1000 0.000013
63.9000 0.000011
65.7000 0.000010
67.5000 0.000013
69.3000 0.000007
71.1000 0.000009
72.9000 0.000005
74.7000 0.000007
76.5000 0.000005
78.3000 0.000004
80.1000 0.000004
81.9000 0.000004
83.7000 0.000003
85.5000 0.000003
87.3000 0.000003
89.1000 0.000004
90.9000 0.000003
92.7000 0.000003
94.5000 0.000003
96.3000 0.000004
98.1000 0.000002
99.9000 0.000002
101.7000 0.000002
103.5000 0.000004
105.3000 0.000001
107.1000 0.000002
108.9000 0.000001
110.7000 0.000002
112.5000 0.000002
114.3000 0.000002
116.1000 0.000001
117.9000 0.000003
119.7000 0.000001
121.5000 0.000002
123.3000 0.000001
125.1000 0.000001
126.9000 0.000001
128.7000 0.000000
130.5000 0.000001
132.3000 0.000002
134.1000 0.000001
135.9000 0.000001
137.7000 0.000001
139.5000 0.000000
141.3000 0.000001
143.1000 0.000001
144.9000 0.000001
146.7000 0.000001
148.5000 0.000001
150.3000 0.000001
152.1000 0.000000
153.9000 0.000000
155.7000 0.000000
157.5000 0.000000
159.3000 0.000000
161.1000 0.000000
162.9000 0.000002
164.7000 0.000000
166.5000 0.000001
168.3000 0.000001
170.1000 0.000000
171.9000 0.000000
173.7000 0.000000
175.5000 0.000001
177.3000 0.000000
179.1000 0.000000
